Disease	Code
Mucinous Invasive Lung Adenocarcinoma	C136709
Invasive Lung Mucinous Adenocarcinoma	C136709
Mucinous Bronchioloalveolar Carcinoma	C136709
Invasive Lung Non-Mucinous Adenocarcinoma	C183109
Invasive mammary carcinoma	C9245
Invasive Carcinoma of Breast	C9245
Infiltrating Breast Carcinoma	C9245
Invasive Breast Cancer	C9245
infiltrating breast cancer	C9245
Invasive breast carcinoma	C9245
Invasive Mammary Carcinoma	C9245
Infiltrating Carcinoma of Breast	C9245
invasive breast cancer	C9245
Invasive Breast Carcinoma	C9245
Invasive Carcinoma of the Breast	C9245
Infiltrating Carcinoma of the Breast	C9245
Invasive Adenocarcinoma in Adenomatous Polyp	C162531
Invasive Cervical Carcinoma	C8577
Infiltrating Cervical Cancer	C8577
Infiltrating Cervical Carcinoma	C8577
invasive cervical cancer	C8577
Plasma Cell Myeloma by ISS Stage	C139009
Multiple Myeloma by ISS Stage	C139009
Multiple Myeloma PTLD	C7242
Plasma Cell Myeloma PTLD	C7242
Plasma Cell Myeloma Post-Transplant Lymphoproliferative Disorder	C7242
Multiple Myeloma Post-Transplant Lymphoproliferative Disorder	C7242
Plasma Cell Myeloma by RISS Stage	C141393
Plasma Cell Myeloma by Revised International Staging System Stage	C141393
Multiple Myeloma by RISS Stage	C141393
Refractory Multiple Myeloma	C7024
Refractory Plasma Cell Myeloma	C7024
Refractory Multiple Myeloma/Plasma Cell Myeloma	C7024
Extramedullary Manifestation in Plasma Cell Myeloma	C185149
Extramedullary Disease in Multiple Myeloma	C185149
Extramedullary Manifestation in Multiple Myeloma	C185149
EMD	C185149
Extramedullary Disease in Plasma Cell Myeloma	C185149
Extramedullary Disease	C185149
Multiple Myeloma with Recurrent Genetic Abnormalities	C199392
Plasma Cell Myeloma with Recurrent Genetic Abnormalities	C199392
Recurrent Plasma Cell Myeloma	C7025
Recurrent Multiple Myeloma/Plasma Cell Myeloma	C7025
Relapsed Plasma Cell Myeloma	C7025
Multiple myeloma in relapse	C7025
Recurrent Multiple Myeloma	C7025
Non-Secretory Plasma Cell Myeloma	C4734
Non-Secretory Multiple Myeloma	C4734
Multiple Myeloma, NOS	C199418
Multiple Myeloma, Not Otherwise Specified	C199418
Plasma Cell Myeloma, NOS	C199418
Plasma Cell Myeloma, Not Otherwise Specified	C199418
Smoldering Multiple Myeloma	C7149
Smoldering Myeloma	C7149
Asymptomatic Myeloma	C7149
smoldering myeloma	C7149
Smoldering Multiple Myeloma/Plasma Cell Myeloma	C7149
Smoldering Plasma Cell Myeloma	C7149
Indolent Multiple Myeloma	C7149
Asymptomatic Plasma Cell Myeloma	C7149
Osteosclerotic Plasma Cell Myeloma	C7765
Osteosclerotic Multiple Myeloma	C7765
Multiple Myeloma Myeloma by DS Stage	C139008
Plasma Cell Myeloma Myeloma by DS Stage	C139008
Splenic Manifestation of Hairy Cell Leukemia	C7301
Refractory Hairy Cell Leukemia	C8030
Hairy Cell Leukemia, Refractory	C8030
Recurrent Hairy Cell Leukemia	C142882
Relapsed Hairy Cell Leukemia	C142882
Hairy cell leukemia, in relapse	C142882
Progressive Hairy Cell Leukemia, Initial Treatment	C8029
Progressive Hairy Cell Leukemia Initial Treatment	C8029
Pediatric Burkitt's Leukemia	C7952
L3 Pediatric Acute Lymphocytic Leukemia	C7952
Childhood Burkitt's Leukemia	C7952
L3 Childhood Acute Lymphocytic Leukemia	C7952
Burkitt Leukemia	C7952
Childhood Burkitt Leukemia	C7952
L3 Pediatric ALL	C7952
L3 Childhood ALL	C7952
L3 Pediatric Acute Lymphoblastic Leukemia	C7952
L3 Childhood Acute Lymphoblastic Leukemia	C7952
Recurrent Burkitt Leukemia	C151976
Mature B-cell leukemia Burkitt-type, in relapse	C151976
Adult Burkitt Leukemia	C7954
L3 Adult Acute Lymphocytic Leukemia	C7954
L3 Adult Acute Lymphoblastic Leukemia	C7954
Burkitt Leukemia	C7954
L3 Adult ALL	C7954
Adult Burkitt's Leukemia	C7954
Refractory Burkitt Leukemia	C151977
Advanced Diffuse Large B-Cell Lymphoma	C171264
Advanced Marginal Zone Lymphoma	C172360
Advanced Follicular Lymphoma	C172359
Refractory B Acute Lymphoblastic Leukemia	C142812
Refractory B-Cell Acute Lymphoblastic Leukemia	C142812
Refractory Burkitt Leukemia	C151977
Refractory Multiple Myeloma	C7024
Refractory Plasma Cell Myeloma	C7024
Refractory Multiple Myeloma/Plasma Cell Myeloma	C7024
Refractory B-Cell Prolymphocytic Leukemia	C157697
Refractory Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	C172282
Refractory B-Cell Non-Hodgkin Lymphoma	C8842
Refractory B-Cell Lymphoma	C8842
B-Cell Lymphoma Refractory	C8842
Refractory B-Cell Non-Hodgkin's Lymphoma	C8842
Refractory Hairy Cell Leukemia Variant	C171064
Refractory Hairy Cell Leukemia	C8030
Hairy Cell Leukemia, Refractory	C8030
Recurrent B-Cell Prolymphocytic Leukemia	C158081
Prolymphocytic leukemia of B-cell type, in relapse	C158081
Refractory B-Cell Prolymphocytic Leukemia	C157697
Splenic Manifestation of B-Cell Prolymphocytic Leukemia	C7299
Plasma Cell Post-Transplant Lymphoproliferative Disorder	C7240
Plasma Cell PTLD	C7240
Burkitt Lymphoma Post-Transplant Lymphoproliferative Disorder	C7244
Burkitt's Lymphoma Post-Transplant Lymphoproliferative Disorder	C7244
Burkitt's Lymphoma PTLD	C7244
Burkitt Lymphoma PTLD	C7244
Diffuse Large B-Cell Lymphoma PTLD	C7246
Diffuse Large B-Cell Lymphoma Post-Transplant Lymphoproliferative Disorder	C7246
Solitary Plasmacytoma	C6932
Solitary plasmacytoma	C6932
Extramedullary Plasmacytoma	C4002
Extraosseous plasmacytoma	C4002
Plasmacytoma, extramedullary	C4002
Extraosseous Plasmacytoma	C4002
Anaplastic Plasmacytoma	C118421
B-Cell Lymphocytic Leukemia	C3163
Chronic lymphocytic leukemia	C3163
Chronic lymphocytic leukemia, NOS	C3163
Chronic B-Cell Lymphocytic Leukemia	C3163
CLL	C3163
chronic lymphocytic leukemia	C3163
Chronic Lymphocytic Leukemia (CLL)	C3163
BCLL	C3163
Hematopoeitic - Chronic Lymphocytic Leukemia (CLL)	C3163
B Cell Lymphocytic Leukemia	C3163
B-Cell CLL	C3163
B-Cell Chronic Lymphoid Leukemia	C3163
B Cell Chronic Lymphocytic Leukemia	C3163
Chronic lymphatic leukemia	C3163
Chronic Lymphocytic Leukemia	C3163
B-Cell Chronic Lymphocytic Leukemia	C3163
B Cell CLL	C3163
Pregerminal Center Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	C37204
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma with Unmutated Immunoglobulin Heavy Chain Variable-Region Gene	C37204
CLL/SLL with Unmutated IGVH	C37204
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation	C37201
CLL/SLL with IGVH SHM	C37201
Postgerminal Center Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	C37201
SLL	C7540
LYMPHOMA, SMALL LYMPHOCYTIC, MALIGNANT	C7540
B-Cell Small Lymphocytic Lymphoma	C7540
Lymphoma, Lymphocytic, Malignant	C7540
small lymphocytic lymphoma	C7540
well-differentiated lymphocytic lymphoma	C7540
Small lymphocytic lymphoma, NOS	C7540
Small cell B-cell lymphoma, unspecified site	C7540
Small B-Cell Lymphocytic Lymphoma	C7540
Small Lymphocytic Lymphoma	C7540
Diffuse Well Differentiated Lymphocytic Lymphoma	C7540
Refractory Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	C172282
Recurrent Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	C131873
Small Intestinal B-Cell Non-Hodgkin Lymphoma	C96053
Aggressive B-Cell Non-Hodgkin Lymphoma	C178541
Mature B-Cell Lymphoma	C7056
Mature B-Cell Non-Hodgkin Lymphoma	C7056
Mature B-Cell Non-Hodgkin's Lymphoma	C7056
Mature B-Cell Lymphomas	C7056
B-Cell Lymphoma Recurrent	C8841
Recurrent B-Cell Non-Hodgkin Lymphoma	C8841
Recurrent B-Cell Non-Hodgkin's Lymphoma	C8841
Recurrent B-Cell Lymphoma	C8841
B-Cell Primary Central Nervous System Non-Hodgkin Lymphoma	C147948
Central Nervous System B-Cell Non-Hodgkin Lymphoma	C147948
Primary Central Nervous System B-Cell Non-Hodgkin's Lymphoma	C147948
B-Cell Non-Hodgkin Lymphoma by Ann Arbor Stage	C141243
Refractory B-Cell Non-Hodgkin Lymphoma	C8842
Refractory B-Cell Lymphoma	C8842
B-Cell Lymphoma Refractory	C8842
Refractory B-Cell Non-Hodgkin's Lymphoma	C8842
Recurrent B-Cell Prolymphocytic Leukemia	C158081
Prolymphocytic leukemia of B-cell type, in relapse	C158081
Recurrent Burkitt Leukemia	C151976
Mature B-cell leukemia Burkitt-type, in relapse	C151976
Recurrent Hairy Cell Leukemia Variant	C171065
Recurrent Hairy Cell Leukemia	C142882
Relapsed Hairy Cell Leukemia	C142882
Hairy cell leukemia, in relapse	C142882
Solitary plasmacytoma in relapse	C193436
Recurrent Solitary Plasmacytoma	C193436
B-Cell Lymphoma Recurrent	C8841
Recurrent B-Cell Non-Hodgkin Lymphoma	C8841
Recurrent B-Cell Non-Hodgkin's Lymphoma	C8841
Recurrent B-Cell Lymphoma	C8841
Recurrent Plasma Cell Myeloma	C7025
Recurrent Multiple Myeloma/Plasma Cell Myeloma	C7025
Relapsed Plasma Cell Myeloma	C7025
Multiple myeloma in relapse	C7025
Recurrent Multiple Myeloma	C7025
Extramedullary plasmacytoma in relapse	C193418
Recurrent Extraosseous Plasmacytoma	C193418
Recurrent B Acute Lymphoblastic Leukemia	C142811
Recurrent B-Cell Acute Lymphoblastic Leukemia	C142811
Recurrent Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	C131873
Malignant Tumor of the Adrenal Gland	C9338
Malignant Adrenal Gland Tumor	C9338
Malignant Neoplasm of Adrenal Gland	C9338
Malignant Adrenal Gland Neoplasm	C9338
Malignant Neoplasm of the Adrenal Gland	C9338
adrenal cancer	C9338
Malignant Adrenal Tumor	C9338
Malignant Adrenal Neoplasm	C9338
Malignant Tumor of Adrenal Gland	C9338
Malignant neoplasm of unspecified part of unspecified adrenal gland	C9338
Carcinoma of the Retroperitoneum	C7352
Carcinoma of Retroperitoneum	C7352
Retroperitoneal Carcinoma	C7352
Retroperitoneal Cancer	C7352
Retroperitoneal Lymphoma	C7353
Primary Retroperitoneal Lymphoma	C7353
Retroperitoneal Sarcoma	C4832
Malignant Peritoneal Germ Cell Tumor	C136410
Metastases to peritoneum, NOS	C4583
Metastasis to the Peritoneum	C4583
Metastatic Malignant Neoplasm to the Peritoneum	C4583
Metastatic Neoplasm to the Peritoneum	C4583
Metastatic Malignant Neoplasm in the Peritoneum	C4583
Primary peritoneal carcinoma	C40022
Primary Peritoneal Cancer	C40022
PPC	C40022
Primary Peritoneal Carcinoma	C40022
Peritoneal Primary Effusion Lymphoma	C183137
Peritoneal DSRCT	C126356
Peritoneal Desmoplastic Small Round Cell Tumor	C126356
Peritoneal Low Grade Endometrioid Stromal Sarcoma	C179562
Peritoneal Endometrioid Stromal Sarcoma	C179562
Primary Peritoneal Carcinosarcoma	C159507
Primary Peritoneal Malignant Mixed Mesodermal (Mullerian) Tumor	C159507
Metastatic Lung Carcinoma	C153202
Malignant Intrathoracic Paravertebral Paraganglioma	C6413
Metastatic Intrathoracic Paravertebral Paraganglioma	C6413
Advanced Malignant Thoracic Neoplasm	C176863
Metastatic Thymic Carcinoma	C148128
Follicular Dendritic Cell Sarcoma of the Mediastinum	C183374
Mediastinal Follicular Dendritic Cell Sarcoma	C183374
Metastases to the Mediastinum	C3578
Metastatic Tumor to the Mediastinum	C3578
Secondary malignant neoplasm of mediastinum	C3578
Metastatic Malignant Neoplasm to the Mediastinum	C3578
Metastases to Mediastinum	C3578
Metastatic Malignant Neoplasm in the Mediastinum	C3578
Metastatic Neoplasm to the Mediastinum	C3578
Metastasis to the Mediastinum	C3578
Neuroblastoma of the Mediastinum	C6628
Neuroblastoma of Mediastinum	C6628
Mediastinal Neuroblastoma	C6628
Primary Mediastinal Lymphoma	C6633
Mediastinal Malignant Lymphoma	C6633
Lymphoma of Mediastinum	C6633
Lymphoma of the Mediastinum	C6633
Mediastinal Lymphoma	C6633
Mediastinal Precursor T-Lymphoblastic Lymphoma/Leukemia	C45738
Mediastinal T Lymphoblastic Leukemia/Lymphoma	C45738
Mediastinal T-Lymphoblastic Leukemia/Lymphoma	C45738
Malignant Mediastinal Germ Cell Tumor	C6446
Malignant Germ Cell Tumor of Mediastinum	C6446
Mediastinal Malignant Germ Cell Tumor	C6446
Malignant Germ Cell Neoplasm of the Mediastinum	C6446
Malignant Germ Cell Neoplasm of Mediastinum	C6446
Thymic Malignant Germ Cell Tumor	C6446
Malignant Mediastinal Germ Cell Neoplasm	C6446
Malignant Germ Cell Tumor of the Mediastinum	C6446
Mediastinal Ganglioneuroblastoma	C6627
Ganglioneuroblastoma of Mediastinum	C6627
Ganglioneuroblastoma of the Mediastinum	C6627
Metastases to the Mediastinum	C3578
Metastatic Tumor to the Mediastinum	C3578
Secondary malignant neoplasm of mediastinum	C3578
Metastatic Malignant Neoplasm to the Mediastinum	C3578
Metastases to Mediastinum	C3578
Metastatic Malignant Neoplasm in the Mediastinum	C3578
Metastatic Neoplasm to the Mediastinum	C3578
Metastasis to the Mediastinum	C3578
Metastasis to the Heart	C4889
Metastatic Malignant Neoplasm to the Heart	C4889
Metastasis to Heart	C4889
Metastatic Neoplasm to the Heart	C4889
Metastases to the Heart	C4889
Metastatic Malignant Neoplasm in the Heart	C4889
Metastatic Tumor to the Heart	C4889
Metastases to Heart	C4889
Metastatic Malignant Neoplasm to the Pleura	C3579
Metastatic Neoplasm to the Pleura	C3579
Secondary malignant neoplasm of pleura	C3579
Metastases to Pleura	C3579
Metastatic Malignant Neoplasm in the Pleura	C3579
Metastatic Tumor to the Pleura	C3579
Metastasis to the Pleura	C3579
Secondary malignant neoplasm of unspecified lung	C3577
Metastatic Malignant Neoplasm to the Lung	C3577
Metastases to Lung	C3577
Metastases to lung, NOS	C3577
Metastatic Neoplasm to the Lung	C3577
Metastatic Malignant Neoplasm in the Lung	C3577
lung metastasis	C3577
Metastasis to Lung	C3577
Secondary malignant neoplasm of lung	C3577
Pulmonary Metastasis	C3577
Lung Metastases	C3577
Metastasis to the Lung	C3577
Metastatic Tumor to the Lung	C3577
Secondary Malignant Neoplasm to the Chest Wall	C8530
Metastatic Neoplasm to the Chest Wall	C8530
Metastatic Tumor to the Chest Wall	C8530
Secondary Malignant Tumor to the Chest Wall	C8530
Metastatic Malignant Neoplasm to the Chest Wall	C8530
Metastasis to the Chest Wall	C8530
Metastatic Malignant Neoplasm in the Chest Wall	C8530
Metastatic Malignant Neoplasm in the Pericardium	C45762
Metastatic Malignant Neoplasm to the Pericardium	C45762
Metastatic Neoplasm to the Pericardium	C45762
Metastatic Malignant Neoplasm in the Axilla	C35748
Metastatic Malignant Tumor to the Axilla	C35748
Metastatic Malignant Neoplasm to the Axilla	C35748
Axillary Metastases	C35748
Axillary Metastasis	C35748
Metastatic Tumor to the Thymus	C4903
Secondary Malignant Tumor to the Thymus	C4903
Secondary Malignant Neoplasm to the Thymus	C4903
Metastatic Malignant Neoplasm in the Thymus	C4903
Metastatic Malignant Tumor to the Thymus	C4903
Metastatic Neoplasm to the Thymus	C4903
Metastatic Malignant Neoplasm to the Thymus	C4903
Metastasis to the Thymus	C4903
Pleural Leiomyosarcoma	C188063
Primary Pleural Leiomyosarcoma	C188063
Pleural Epithelioid Hemangioendothelioma	C45695
Metastatic Malignant Neoplasm to the Pleura	C3579
Metastatic Neoplasm to the Pleura	C3579
Secondary malignant neoplasm of pleura	C3579
Metastases to Pleura	C3579
Metastatic Malignant Neoplasm in the Pleura	C3579
Metastatic Tumor to the Pleura	C3579
Metastasis to the Pleura	C3579
Pleural Synovial Sarcoma	C45696
Pleural Lymphoma	C45687
Primary Pleural Lymphoma	C45687
Pleural Proximal-Type Epithelioid Sarcoma	C188055
Pleural Epithelioid Sarcoma	C188055
Pleural Epithelioid Sarcoma of the Proximal Type	C188055
PPB	C5669
pleuropulmonary blastoma	C5669
Pleuropulmonary blastoma	C5669
Pulmonary Blastoma of Childhood	C5669
Pleuropulmonary Blastoma	C5669
Mediastinal/Thymic NMC	C146706
Mediastinal/Thymic NUT Carcinoma	C146706
Malignant Neoplasm of the Sternum	C8408
Malignant Sternal Neoplasm	C8408
Malignant Sternal Tumor	C8408
Malignant Tumor of Sternum	C8408
Malignant Tumor of the Sternum	C8408
Malignant Neoplasm of Sternum	C8408
Malignant Chest Wall Bone Tumor	C6724
Malignant Bone Neoplasm of Chest Wall	C6724
Malignant Bone Tumor of Chest Wall	C6724
Malignant Bone Tumor of the Chest Wall	C6724
Malignant Chest Wall Bone Neoplasm	C6724
Malignant Bone Neoplasm of the Chest Wall	C6724
Secondary Malignant Neoplasm to the Chest Wall	C8530
Metastatic Neoplasm to the Chest Wall	C8530
Metastatic Tumor to the Chest Wall	C8530
Secondary Malignant Tumor to the Chest Wall	C8530
Metastatic Malignant Neoplasm to the Chest Wall	C8530
Metastasis to the Chest Wall	C8530
Metastatic Malignant Neoplasm in the Chest Wall	C8530
Solitary Plasmacytoma of Chest Wall	C6711
Chest Wall Solitary Plasmacytoma	C6711
Solitary Plasmacytoma of the Chest Wall	C6711
Primary Chest Wall Lymphoma	C6712
Lymphoma of the Chest Wall	C6712
Lymphoma of Chest Wall	C6712
Chest Wall Lymphoma	C6712
THYMOMA, MALIGNANT	C7612
Malignant Thymoma	C7612
Thymic Lymphoma	C6451
Lymphoma of Thymus	C6451
Thymus Lymphoma	C6451
Primary Thymic Lymphoma	C6451
Lymphoma of the Thymus	C6451
Composite Thymoma-Thymic Carcinoma	C45722
Combined Thymic Epithelial Tumor	C45722
Combined Thymic Epithelial Neoplasm	C45722
Combined Thymic Carcinoma	C45722
Thymoliposarcoma	C95038
Thymic Carcinoma	C7569
thymic carcinoma	C7569
Thymoma Type C	C7569
type C thymoma	C7569
Thymic Carcinoma (Excluding Well Differentiated Thymic Carcinoma)	C7569
Thymic Carcinoma Excluding Well Differentiated Thymic Carcinoma	C7569
Metastatic Tumor to the Thymus	C4903
Secondary Malignant Tumor to the Thymus	C4903
Secondary Malignant Neoplasm to the Thymus	C4903
Metastatic Malignant Neoplasm in the Thymus	C4903
Metastatic Malignant Tumor to the Thymus	C4903
Metastatic Neoplasm to the Thymus	C4903
Metastatic Malignant Neoplasm to the Thymus	C4903
Metastasis to the Thymus	C4903
Metastatic Thymic Neuroendocrine Neoplasm	C162461
Unresectable Thymic Neuroendocrine Neoplasm	C180872
Rete Testis Adenocarcinoma	C8955
Adenocarcinoma of Rete Testis	C8955
CARCINOMA, RETE TESTIS, MALIGNANT	C8955
Adenocarcinoma of the Rete Testis	C8955
Urethra Adenocarcinoma	C6167
Urethral Adenocarcinoma	C6167
Adenocarcinoma of Urethra	C6167
Adenocarcinoma of the Urethra	C6167
Adenocarcinoma of the Thymus	C6459
Thymic Adenocarcinoma	C6459
Thymus Adenocarcinoma	C6459
Adenocarcinoma of Thymus	C6459
Paget Disease	C7073
Paget's Disease	C7073
Paget Cell Neoplasm	C7073
Paget's Cell Neoplasm	C7073
Adenocarcinoma of the Endometrium	C7359
ADENOCARCINOMA, ENDOMETRIAL, MALIGNANT	C7359
Adenocarcinoma of Endometrium	C7359
Endometrial Adenocarcinoma	C7359
Endometrial Adenocarcinoma, Not Otherwise Specified	C7359
Adenocarcinoma - pancreas	C8294
Adenocarcinoma of Pancreas	C8294
Adenocarcinoma of the pancreas	C8294
Adenocarcinoma of the Pancreas	C8294
Pancreas Adenocarcinoma	C8294
Pancreatic Adenocarcinoma	C8294
Adenocarcinoma of Gastroesophageal Junction	C9296
Adenocarcinoma of the Esophagogastric Junction	C9296
Adenocarcinoma of the GE Junction	C9296
Adenocarcinoma of the gastroesophageal junction	C9296
Adenocarcinoma of the Gastroesophageal Junction	C9296
Gastroesophageal Junction Adenocarcinoma	C9296
Adenocarcinoma of Cardioesophageal Junction	C9296
Adenocarcinoma - GEJ	C9296
Adenocarcinoma of the Cardioesophageal Junction	C9296
Adenocarcinoma of the EG Junction	C9296
Adenocarcinoma of Lacrimal Gland	C4541
Adenocarcinoma of the Lacrimal Gland	C4541
Lacrimal Gland Adenocarcinoma	C4541
Signet Ring Cell/Histiocytoid Carcinoma	C167369
Signet=Ring Cell/Histiocytoid Carcinoma	C167369
Signet-Ring Cell/Histiocytoid Carcinoma	C167369
Carcinoma, diffuse type	C4127
Adenocarcinoma, Diffuse Type	C4127
Adenocarcinoma, diffuse type	C4127
Diffuse Type Adenocarcinoma	C4127
Diffuse Type Carcinoma	C4127
Broad Ligament Adenocarcinoma	C40135
Adenocarcinoma of Mouth	C5914
Adenocarcinoma of the Oral Cavity	C5914
Adenocarcinoma of Oral Cavity	C5914
Mouth Adenocarcinoma	C5914
Oral Cavity Adenocarcinoma	C5914
Adenocarcinoma of the Mouth	C5914
Adenocarcinoma in Adenomatous Polyp	C7676
Adenocarcinoma in adenomatous polyp	C7676
Adenocarcinoma of the Appendix	C7718
Adenocarcinoma of Appendix	C7718
Appendiceal Adenocarcinoma	C7718
Appendix Adenocarcinoma	C7718
Adenocarcinoma of the Epididymis	C39957
Epididymal Adenocarcinoma	C39957
Adenocarcinoma of Skene Gland	C39863
Carcinoma of Skene Gland	C39863
Carcinoma of Skene's Gland	C39863
Adenocarcinoma of Skene Gland Origin	C39863
Carcinoma of Skene Glands	C39863
Adenocarcinoma of the Urinary Tract	C191751
Adenocarcinoma of the Urinary Tract, Not Otherwise Specified	C191751
Adenocarcinoma of the Urinary Tract, NOS	C191751
Small Cell Adenocarcinoma	C129449
Comedocarcinoma, NOS	C4188
Comedo-Type Adenocarcinoma	C4188
Comedocarcinoma	C4188
Adenocarcinoma with neuroendocrine differentiation	C66745
Adenocarcinoma with Neuroendocrine Differentiation	C66745
Mesonephroma, malignant	C4072
Malignant Mesonephroma	C4072
Mesonephric Carcinoma	C4072
MNAC	C4072
Mesonephric Adenocarcinoma	C4072
Mesonephric adenocarcinoma	C4072
ADENOCARCINOMA, CLEAR CELL, MALIGNANT	C3766
Clear Cell Adenocarcinoma	C3766
Clear cell adenocarcinoma, NOS	C3766
Mesonephroid Clear Cell Adenocarcinoma	C3766
clear cell carcinoma	C3766
