code,pref_name
C121844,Subungual Exostosis
C121680,Dermal Nerve Sheath Myxoma
C104030,Adrenal Cortical Carcinoma by ENSAT Stage
C127058,Uterine Corpus Rhabdomyosarcoma
C128272,Vulvar Superficial Myofibroblastoma
C129526,Central Nervous System Solitary Fibrous Tumor
C27529,Malignant Skin Vascular Neoplasm
C2924,Breast Ductal Carcinoma In Situ
C28311,Metastatic Breast Carcinoma in the Skin
C27941,Breast Usual Ductal Hyperplasia
C3295,Osteochondroma
C165453,Unresectable Neuroendocrine Tumor
C165454,Unresectable Lung Neuroendocrine Neoplasm
C165607,Refractory Differentiated Thyroid Gland Carcinoma
C164205,Biphenotypic Sinonasal Sarcoma
C168991,Cutaneous Erdheim-Chester Disease
C161640,Seminal Vesicle Mammary-Type Myofibroblastoma
C162496,Paratesticular Rhabdomyoma
C162498,Paratesticular Cellular Angiofibroma
C162590,Penile Myointimoma
C162592,Penile Lymphangioma
C162584,Penile Malignant Peripheral Nerve Sheath Tumor
C171031,Thymic Neuroendocrine Carcinoma
C171032,Ovarian Neuroendocrine Carcinoma
C170727,Recurrent Breast Sarcoma
C147965,Refractory Breast Carcinoma
C173132,Intermediate Sinonasal Soft Tissue Neoplasm
C172624,Malignant Peripheral Nerve Sheath Tumor of the Skin
C173842,Maxillofacial Chondrosarcoma
C174047,Recurrent Poorly Differentiated Thyroid Gland Carcinoma
C178613,Bone Rosai-Dorfman-Destombes Disease
C187992,Thyroid Gland Mixed Medullary and Follicular Carcinoma
C187993,Thyroid Gland Mixed Medullary and Papillary Carcinoma
C188036,Refractory Adrenal Cortical Carcinoma
C188064,Bone Malignant Peripheral Nerve Sheath Tumor
C188112,Metastatic Squamous Cell Carcinoma in the Breast
C188035,Resectable Breast Carcinoma
C188182,Adrenal Cortical Myxoid Carcinoma
C190068,Childhood Adrenal Cortical Adenoma
C190069,Childhood Adrenal Cortical Carcinoma
C189339,Childhood Breast Fibroadenoma
C175949,Breast Classic Lobular Carcinoma In Situ
C186614,"Intracranial Mesenchymal Tumor, FET-CREB Fusion-Positive"
C153238,Metastatic Breast Carcinoma
C155649,Advanced Sarcoma of the Extremity
C157324,Unresectable Skin Carcinoma
C158752,Unresectable Breast Carcinoma
C3830,Chondromyxoid Fibroma
C40311,Vulvar Syringoma
C40314,Vulvar Trichoepithelioma
C40127,Fallopian Tube Leiomyoma
C40387,Breast Intraductal Myoepitheliosis
C43277,Pure Cutaneous Mastocytosis
C43315,Benign Outer Hair Sheath and Infundibulum Neoplasm
C43324,Outer Hair Sheath and Infundibulum Neoplasm
C4273,Breast Giant Fibroadenoma
C45754,Cystic Tumor of the Atrioventricular Node
C4568,Malignant Epicardial Neoplasm
C45202,Low Grade Fibromyxoid Sarcoma
C45242,Cutaneous T Lymphoblastic Leukemia/Lymphoma
C45271,"Cutaneous Follicular Helper T-Cell Lymphoma, Angioimmunoblastic-Type"
C45445,Vaginal Angiomyofibroblastoma
C45366,Primary Cutaneous CD4-Positive Small/Medium T-Cell Lymphoproliferative Disorder
C45744,Mediastinal Solitary Fibrous Tumor
C49024,Low Grade Myofibroblastic Sarcoma
C46073,Unilateral Breast Carcinoma
C48451,Aldosterone-Producing Adrenal Cortical Adenoma
C3294,Osteoblastoma
C36087,Breast Central Papilloma
C36088,Breast Peripheral Papilloma
C5063,Endobronchial Lipoma
C5569,Cutaneous Schwannoma
C5631,Aleukemic Acute Lymphoblastic Leukemia Cutis
C5660,Lung Leiomyoma
C5210,Breast Capillary Hemangioma
C5024,Prostate Neuroendocrine Tumor
C5276,Primary Lung Meningioma
C5358,Cardiac Schwannoma
C5362,Cardiac Epithelioid Hemangioendothelioma
C6387,Scrotal Hemangioma
C6480,Bone Glomus Tumor
C6476,Dedifferentiated Chondrosarcoma
C6384,Paratesticular Lipoma
C6373,Vaginal Leiomyoma
C6419,Ovarian Liposarcoma
C5245,Ovarian Myxoma
C5390,Atrial Paraganglioma
C5181,Breast Non-Hodgkin Lymphoma
C54250,Skin Adenosquamous Carcinoma
C5464,Central Nervous System Rhabdomyosarcoma
C6572,Malignant Extraskeletal Cartilaginous and Osseous Neoplasm
C6560,Glandular Malignant Peripheral Nerve Sheath Tumor
C6626,Mediastinal Malignant Peripheral Nerve Sheath Tumor
C6604,Bone Fibrosarcoma
C7162,Primary Cutaneous Lymphoma
C7442,Benign Myoepithelioma
C7419,Acanthoma
C66760,Fibromyxoid Tumor
C6760,Breast Small Cell Neuroendocrine Carcinoma
C6798,Apocrine Neoplasm
C6858,Primary Cutaneous B-Cell Non-Hodgkin Lymphoma
C6870,Breast Solid Papillary Carcinoma
C6851,Low Grade Paranasal Sinus Sarcoma
C62210,Breast Tubular Adenoma
C7809,Adult Fibrosarcoma
C7828,Recurrent Parathyroid Gland Carcinoma
C7814,Adult Malignant Peripheral Nerve Sheath Tumor
C8538,Malignant Blood Vessel Neoplasm
C8563,Undifferentiated High Grade Pleomorphic Sarcoma of Bone
C91230,Breast Cancer by AJCC v7 Stage
C92185,Esophageal Malignant Peripheral Nerve Sheath Tumor
C95585,Non-Functioning Pancreatic Neuroendocrine Tumor G1
C95595,Pancreatic Somatostatinoma
C95597,Pancreatic Glucagonoma
C9503,Juvenile Breast Papillomatosis
C94774,Early Stage Breast Carcinoma
C9429,Conventional Fibrosarcoma
C9404,Poorly Differentiated Fibrosarcoma
C118809,Childhood Breast Carcinoma
C121845,Bizarre Parosteal Osteochondromatous Proliferation
C121941,Bone Epithelioid Hemangioendothelioma
C121720,Functioning Pituitary Neuroendocrine Tumor/Macroadenoma
C121654,Spindle Cell/Sclerosing Rhabdomyosarcoma
C128045,Cervical Neuroendocrine Carcinoma
C138023,Recurrent Breast Lymphoma
C139532,Breast Cancer by AJCC v8 Stage
C141100,Adrenal Cortical Carcinoma by AJCC v8 Stage
C142851,Refractory Rhabdomyosarcoma
C150580,Unresectable Adrenal Cortical Carcinoma
C157126,Unresectable Paraganglioma
C155869,Metastatic Neuroendocrine Carcinoma
C159224,Kidney Neuroendocrine Carcinoma
C162500,Paratesticular Mammary-Type Myofibroblastoma
C162782,Localized Breast Carcinoma
C162579,Penile Hemangioma
C162588,Penile Rhabdomyosarcoma
C161642,Seminal Vesicle Angiosarcoma
C165525,BAP1-Inactivated Melanocytoma
C165529,Combined Nevus
C202656,Head and Neck Angiosarcoma
C203969,Verruca Plana
C203250,Neuroendocrine Tumor G1
C203251,Neuroendocrine Tumor G3
C4835,Ewing Sarcoma of Bone
C48283,Parathyroid Gland Lipoadenoma
C48314,Non-Metastatic Paraganglioma
C48612,Minimal Deviation Melanoma
C49027,Sclerosing Epithelioid Fibrosarcoma
C4889,Metastatic Malignant Neoplasm in the Heart
C5185,Breast Fibrosarcoma
C5236,Ovarian Rhabdomyosarcoma
C5201,Breast Intraductal Papillomatosis
C5211,Breast Epithelioid Hemangioma
C40065,Ovarian Endometrioid Stromal and Related Neoplasms
C40327,Vulvar Cellular Angiofibroma
C40356,Breast Large Cell Neuroendocrine Carcinoma
C3640,Stage 0 Skin Cancer
C4154,Parathyroid Gland Chief Cell Adenoma
C3915,Small Cell Neuroendocrine Carcinoma
C5375,Malignant Aortic Neoplasm
C5367,Cardiac Malignant Peripheral Nerve Sheath Tumor
C53459,Chondroma
C5359,Cardiac Neurofibroma
C5360,Cardiac Granular Cell Tumor
C5329,Hereditary Paraganglioma
C54184,Breast Columnar Cell Hyperplasia with Atypia
C165523,Combined BAP1-Inactivated Melanocytoma
C188073,Retroperitoneal Malignant Peripheral Nerve Sheath Tumor
C187645,High Grade Follicular Cell-Derived Non-Anaplastic Thyroid Gland Carcinoma
C190077,Childhood Neuroendocrine Tumor
C197813,High Grade Osteosarcoma
C173580,Head and Neck Follicular Dendritic Cell Sarcoma
C172846,Conventional Follicular Dendritic Cell Sarcoma
C168651,Cutaneous Burkitt Lymphoma
C167370,Skin Myoepithelioma
C168983,Cutaneous Langerhans Cell Histiocytosis
C168984,Cutaneous Indeterminate Dendritic Cell Histiocytosis
C168986,Cutaneous Rosai-Dorfman-Destombes Disease
C179464,Recurrent Malignant Scrotal Neoplasm
C180872,Unresectable Thymic Neuroendocrine Neoplasm
C180545,Uterine Corpus Inflammatory Myofibroblastic Tumor
C4263,Low Grade Endometrioid Stromal Sarcoma
C4216,Sympathetic Paraganglioma
C4253,Mixed Liposarcoma
C3747,Angioleiomyoma
C38150,PEComa
C3829,Benign Synovial Neoplasm
C4608,Benign Endocardial Neoplasm
C4633,Amelanotic Cutaneous Melanoma
C45749,Cardiac Hemangioma
C45569,Lung Neuroendocrine Carcinoma
C4494,Skin Hemangioendothelioma
C4498,Nevus Spilus
C27781,Myxoid Liposarcoma
C27520,Benign Hair Follicle Neoplasm
C2918,Female Breast Carcinoma
C2921,Skin Basal Cell Carcinoma
C3193,Lipomatosis
C3226,Multiple Endocrine Neoplasia Type 2A
C3309,Extra-Adrenal Paraganglioma
C3297,Osteoid Osteoma
C181925,Vulvar Lipoblastoma-Like Tumor
C181939,Vulvar Smooth Muscle Tumor of Uncertain Malignant Potential
C6741,Cardiac Lipoma
C6748,Benign Glomus Tumor
C7052,Myofibroma
C6947,Cardiac Fibroma
C6806,Benign Skin Fibroblastic Neoplasm
C6850,High Grade Paranasal Sinus Sarcoma
C6571,Benign Extraskeletal Cartilaginous and Osseous Neoplasm
C7230,Primary Cutaneous Marginal Zone Lymphoproliferative Disorder
C7361,Scrotal Melanoma
C6177,Bladder Inflammatory Myofibroblastic Tumor
C8287,Bilateral Breast Carcinoma
C8409,Malignant Sebaceous Neoplasm
C6378,Testicular Rhabdomyosarcoma
C6360,"Testicular Neuroendocrine Tumor, Prepubertal-Type"
C81854,Benign Epithelioid Cell Type Gastrointestinal Stromal Tumor
C95596,Pancreatic Gastrinoma
C95598,Pancreatic Insulinoma
C9025,Well Differentiated Fibrosarcoma
C9026,Low Grade Malignant Peripheral Nerve Sheath Tumor
C115253,Adult Primary Meningeal Melanocytic Neoplasm
C118824,Childhood Salivary Gland Carcinoma
C123907,Childhood Malignant Kidney Neoplasm
C124270,Childhood Neuroblastoma
C124271,Childhood Ganglioneuroblastoma
C126465,Metastatic Head and Neck Carcinoma
C156282,Scrotal Liposarcoma
C155802,Sellar Germinoma
C155804,Sellar Yolk Sac Tumor
C155807,Sellar Teratoma
C156406,Thyroid Gland Histiocytic and Dendritic Cell Neoplasm
C156944,Adrenal Gland Schwannoma
C159682,Bladder Neurofibroma
C162254,Metastatic Malignant Female Reproductive System Neoplasm
C162586,Penile Schwannoma
C162826,Benign Retropharyngeal Neoplasm
C162828,Malignant Retropharyngeal Neoplasm
C142784,Benign Lung PEComa
C142785,Lung Malignant PEComa
C142876,Recurrent Primary Cutaneous Lymphoma
C148125,Unresectable Thymic Carcinoma
C146706,Mediastinal/Thymic NUT Carcinoma
C150532,Refractory Malignant Pharyngeal Neoplasm
C153202,Metastatic Lung Carcinoma
C170469,Advanced Malignant Head and Neck Neoplasm
C173089,Sinonasal Neuroendocrine Carcinoma
C165456,Unresectable Pancreatic Neuroendocrine Neoplasm
C166399,Sinonasal Mucosal Melanoma
C165735,Refractory Skin Squamous Cell Carcinoma
C165659,High-CSD Melanoma
C173476,Oral Squamous Papilloma
C173154,Recurrent Intracranial Neoplasm
C173163,Primary Sinonasal Meningioma
C173169,Sinonasal Plasmacytoma
C173176,Malignant Sinonasal Soft Tissue Neoplasm
C173402,Laryngeal Inflammatory Myofibroblastic Tumor
C173405,Laryngeal Granular Cell Tumor
C174023,Benign Inner Ear Neoplasm
C174033,Primary Middle Ear Meningioma
C176863,Advanced Malignant Thoracic Neoplasm
C181196,Male Reproductive System Carcinoma
C181197,Urinary System Carcinoma
C181211,Lung Follicular Lymphoma
C192663,Metastatic Malignant Neoplasm in the Reproductive System
C178506,Central Nervous System SMARCB1/INI1-Deficient Tumor
C177769,Suprasellar Germ Cell Tumor
C200062,Metastatic Adnexal Carcinoma
C199637,Refractory Adnexal Carcinoma
C202647,Head and Neck Hemangioma
C203013,Nasopharyngeal Neuroendocrine Carcinoma
C202574,Ear Osteoma
C202955,Primary Oral Cavity CD30-Positive T-Cell Lymphoproliferative Disorder
C202981,Sinonasal Teratoma
C202858,Head and Neck Rhabdomyoma
C178245,Epithelioid Schwannoma
C190621,Childhood Benign Lung Neoplasm
C190161,Childhood Salivary Gland Pleomorphic Adenoma
C27363,Adult Ganglioglioma
C3032,Fallopian Tube Neoplasm
C3070,Granulosa Cell Tumor
C2907,Brain Neoplasm
C3343,Prostate Neoplasm
C3314,Parotid Gland Neoplasm
C3437,Vaginal Neoplasm
C3497,Pulmonary Hamartoma
C3600,Benign Small Intestinal Neoplasm
C3601,Benign Laryngeal Neoplasm
C3574,Metastatic Carotid Body Paraganglioma
C3627,Benign Spinal Cord Neoplasm
C3628,Benign Thyroid Gland Neoplasm
C3630,Benign Parathyroid Gland Neoplasm
C188956,Choroidal Ganglioneuroma
C188055,Pleural Proximal-Type Epithelioid Sarcoma
C188213,Schwannoma of the Seventh Cranial Nerve
C3958,Disseminated Peritoneal Leiomyomatosis
C40339,Mesenteric Gastrointestinal Stromal Tumor
C4240,Melanoma Arising from Blue Nevus
C4232,Melanoma in Junctional Nevus
C45695,Pleural Epithelioid Hemangioendothelioma
C4336,Malignant Granular Cell Tumor
C45738,Mediastinal T Lymphoblastic Leukemia/Lymphoma
C45607,Pulmonary Lymphomatoid Granulomatosis
C4489,Skin Angiosarcoma
C46124,Thyroid Gland Teratoma
C4653,Malignant External Ear Neoplasm
C4655,Trigeminal Schwannoma
C4724,Cellular Schwannoma
C4858,Placental Neoplasm
C54262,Ear Carcinoma
C5434,Schwannoma of the Twelfth Cranial Nerve
C5591,Childhood Benign Central Nervous System Neoplasm
C5915,Oral Cavity Mucosal Melanoma
C6162,Ureter Schwannoma
C6080,External Ear Actinic Keratosis
C7089,Regressing Cutaneous Melanoma
C6792,Sphenoid Sinus Neoplasm
C4918,Malignant Nasal Cavity Neoplasm
C4957,Benign Neoplasm of the Meninges
C5275,Multiple Intraspinal Meningiomas
C5310,Epidural Spinal Canal Meningioma
C5303,Primary Parapharyngeal Meningioma
C5293,Jugular Foramen Meningioma
C5323,Jugular Foramen Schwannoma
C6718,Sternal Intraosseous Schwannoma
C66753,Malignant Melanoma in Precancerous Melanosis
C6644,Pleural Lipoma
C6777,Periocular Meningioma
C6591,Peripheral Neuroblastoma
C71699,Recurrent Spinal Cord Neoplasm
C7484,Malignant Laryngeal Neoplasm
C7515,Renal Pelvis and Ureter Carcinoma
C5678,Colorectal Lipoma
C5617,Cutaneous Granular Cell Tumor
C7837,Recurrent Neuroblastoma
C96516,Colorectal Benign Granular Cell Tumor
C8561,Malignant Male Reproductive System Neoplasm
C95038,Thymoliposarcoma
C9117,Recurrent Neck Squamous Cell Carcinoma of Unknown Primary
C9097,Recurrent Cutaneous Melanoma
C91231,Cutaneous Melanoma by AJCC v7 Stage
C9045,Recurrent Childhood Central Nervous System Neoplasm
C9022,Childhood Astrocytic Tumor
C8295,Bronchial Papilloma
C92629,Central Nervous System Ganglioneuroblastoma
C115192,Childhood Ependymal Tumor
C118816,Childhood Bladder Carcinoma
C118817,Childhood Nasal Cavity Carcinoma
C121677,Conventional Schwannoma
C133186,Mucosal Melanoma of the Head and Neck by AJCC v7 Stage
C136410,Malignant Peritoneal Germ Cell Tumor
C142829,Lung Myoepithelioma
C142877,Refractory Primary Cutaneous Lymphoma
C150526,Recurrent Malignant Female Reproductive System Neoplasm
C150542,Recurrent Malignant Urinary System Neoplasm
C155793,Benign Skull Base Neoplasm
C155806,Sellar Choriocarcinoma
C155810,Sellar Teratoma with Malignant Transformation
C156278,Cellular Nerve Sheath Myxoma
C162724,Recurrent Epithelioid Malignant Peripheral Nerve Sheath Tumor
C162822,Benign Parapharyngeal Neoplasm
C162823,Malignant Parapharyngeal Neoplasm
C27362,Childhood Ganglioglioma
C27899,Recurrent Peripheral Primitive Neuroectodermal Tumor
C2901,Bladder Neoplasm
C2858,Adrenal Cortical Neoplasm
C3130,Ileal Neoplasm
C38164,Male Reproductive System Precancerous Condition
C4117,Sinonasal Papilloma
C41426,Neurofibroma with Atypia
C42064,Maturing Ganglioneuroma
C4328,Pacinian Neurofibroma
C4405,Buccal Mucosa Neoplasm
C3879,Thyroid Gland Medullary Carcinoma
C40133,Uterine Ligament Neoplasm
C45710,Thymus Lipofibroadenoma
C45743,Mediastinal Paraganglioma
C165174,Unresectable Head and Neck Carcinoma
C179560,Peritoneal Calcifying Fibrous Tumor
C178521,Pharyngeal Melanoma
C178437,Mucosal Melanoma of the Female Genital Tract
C178453,Mucosal Melanoma of the Urinary System
C193417,Benign Spinal Meningioma
C188992,Childhood Schwannoma
C188995,Childhood Neurofibroma
C188947,Adult Ganglioneuroma
C190100,Childhood Malignant Lung Neoplasm
C190104,Childhood Cardiac Rhabdomyoma
C190157,Childhood Odontogenic Myxoma
C190280,Childhood Cutaneous Melanoma
C190155,Childhood Ameloblastic Fibroma
C198079,"Metastatic Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, International Society of Pediatric Oncology (SIOP) Protocol"
C4768,Malignant Olfactory Nerve Neoplasm
C4777,Benign Male Reproductive System Neoplasm
C48613,Melanoma in Congenital Melanocytic Nevus
C4862,Ovarian Sex Cord-Stromal Tumor
C4771,Benign Major Salivary Gland Neoplasm
C5408,Intradural Extramedullary Cauda Equina Astrocytoma
C5287,Spinal Multifocal Clear Cell Meningioma
C54099,Malignant Central Nervous System Germ Cell Tumor
C5418,Pleural Schwannoma
C5824,Lumbar Plexus Neoplasm
C5912,Oral Cavity Granular Cell Tumor
C48285,Atypical Parathyroid Gland Tumor
C4958,Leptomeningeal Neoplasm
C5421,Sympathetic Schwannoma
C54663,Signet Ring Melanoma
C5443,Conus Medullaris Neoplasm
C5576,Skin Undifferentiated Pleomorphic Sarcoma
C6248,Tracheal Lymphoma
C7289,Juvenile Ovarian Granulosa Cell Tumor
C7412,Pancreatic Precancerous Condition
C7510,Malignant Thyroid Gland Neoplasm
C66841,Melanotic Neurofibroma
C6712,Chest Wall Lymphoma
C6743,Pericardial Leiomyoma
C68628,Childhood Malignant Testicular Germ Cell Tumor
C6627,Mediastinal Ganglioneuroblastoma
C6451,Thymic Lymphoma
C7131,Gallbladder Benign Granular Cell Tumor
C7607,Benign Oral Cavity Neoplasm
C202654,Head and Neck Lymphangioma
C202860,Oral Cavity Neurofibroma
C202984,Malignant Sinonasal Germ Cell Tumor
C202922,Head and Neck Hodgkin Lymphoma
C202876,Oral Cavity Schwannoma
C3428,Urethra Neoplasm
C35876,Childhood Intracranial Neoplasm
C3577,Metastatic Malignant Neoplasm in the Lung
C3578,Metastatic Malignant Neoplasm in the Mediastinum
C173659,Salivary Gland Lymphadenoma
C173682,Sialolipoma
C173687,Salivary Gland Nodular Fasciitis
C173820,Ossifying Fibroma
C173892,Benign Maxillofacial Neoplasm
C173480,Benign Oral Cavity Soft Tissue Neoplasm
C173155,Metastatic Intracranial Malignant Neoplasm
C173587,Head and Neck Merkel Cell Carcinoma
C173087,Head and Neck NUT Carcinoma
C190783,Unresectable Genitourinary System Carcinoma
C8408,Malignant Sternal Neoplasm
C9234,Childhood Spinal Cord Neoplasm
C95901,Gastric Schwannoma
C96512,Colorectal Schwannoma
C118818,Childhood Paranasal Sinus Carcinoma
C198088,"Metastatic Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, Children's Oncology Group (COG) Protocol"
C201770,Parotid Gland Keratocystoma
C202711,Head and Neck Leiomyoma
C202923,Head and Neck Non-Hodgkin Lymphoma
C202985,Malignant Nasopharyngeal Germ Cell Tumor
C202992,Nasal Cavity Neuroendocrine Neoplasm
C202993,Paranasal Sinus Neuroendocrine Neoplasm
C202898,Tongue GLI1-Altered Soft Tissue Tumor
C202262,Malignant Maxillofacial Neoplasm
C147106,Benign Pericardial Germ Cell Tumor
C153626,Recurrent Skin Angiosarcoma
C154444,Unresectable Pleural Malignant Mesothelioma
C165447,Metastatic Pancreatic Neuroendocrine Neoplasm
C165497,Spitz Melanoma
C170472,Skin Atypical Lipomatous Tumor/Well Differentiated Liposarcoma
C177721,Refractory Malignant Salivary Gland Neoplasm
C178517,Penile Mucosal Melanoma
C180880,Minor Salivary Gland Intraductal Papillary Neoplasm
C181162,Female Reproductive System Carcinoma
C192667,Benign Urinary Tract Neoplasm
C188224,Head and Neck Neuroendocrine Tumor G1
C188997,Childhood Perineurioma
C188455,Childhood Primary Mediastinal Large B-Cell Lymphoma
C190154,Childhood Ameloblastoma
C190156,Childhood Adenomatoid Odontogenic Tumor
C190158,Childhood Ossifying Fibroma
C189333,Childhood Ovarian Gynandroblastoma
C190608,Childhood Benign Kidney Neoplasm
C151907,Refractory Head and Neck Carcinoma
C150531,Recurrent Malignant Pharyngeal Neoplasm
C150539,Refractory Malignant Thyroid Gland Neoplasm
C150544,Refractory Cutaneous Melanoma
C156072,Metastatic Cutaneous Melanoma
C155791,Malignant Skull Base Neoplasm
C172634,Skin Ewing Sarcoma
C173114,Sinonasal Pleomorphic Adenoma
C160982,Head and Neck Large Cell Neuroendocrine Carcinoma
C159507,Primary Peritoneal Carcinosarcoma
C159221,Kidney Schwannoma
C156943,Adrenal Cortical Sex Cord-Stromal Tumor
C162569,Localized Head and Neck Carcinoma
C173690,Salivary Gland Lymphoma
C173487,Oral Mucosa Langerhans Cell Histiocytosis
C173489,Oral Cavity Myeloid Sarcoma
C173531,Recurrent Ganglioneuroblastoma
C173588,Head and Neck Heterotopia-Associated Carcinoma
C173354,Pharyngeal Lymphoma
C173388,Head and Neck Neuroendocrine Tumor G2
C173391,Laryngeal Neuroendocrine Tumor
C27459,Colorectal Intraepithelial Neoplasia
C27462,Small Intestinal Intraepithelial Neoplasia
C27476,Bone Schwannoma
C27920,Solar Radiation-Related Cutaneous Melanoma
C3629,Benign Adrenal Gland Neoplasm
C35839,Salivary Gland Ductal Papilloma
C3550,Skin Kaposi Sarcoma
C3770,Pancreatic Neuroendocrine Carcinoma
C3797,Plexiform Neurofibroma
C2932,Carotid Body Paraganglioma
C3219,Maxillary Sinus Neoplasm
C3393,Submandibular Gland Neoplasm
C3317,Penile Neoplasm
