Code	Preferred Term
C5826	Abducens Nerve Neoplasm
C5831	Vagus Nerve Neoplasm
C6994	Oculomotor Nerve Neoplasm
C5122	Trigeminal Nerve Neoplasm
C5830	Hypoglossal Nerve Neoplasm
C39741	Retroperitoneal Inflammatory Myofibroblastic Tumor
C5328	Extra-Adrenal Retroperitoneal Paraganglioma
C2859	Adrenal Gland Neoplasm
C40337	Retroperitoneal Gastrointestinal Stromal Tumor
C40338	Peritoneal Gastrointestinal Stromal Tumor
C173164	Peritoneal Implant
C126357	Peritoneal Solitary Fibrous Tumor
C7514	Kidney and Ureter Neoplasm
C7046	Urinary System Paraganglioma
C192666	Urinary Tract Neoplasm
C3053	Female Reproductive System Neoplasm
C3794	Sex Cord-Stromal Tumor
C3054	Male Reproductive System Neoplasm
C95405	Digestive System Neuroendocrine Carcinoma
C96786	Liver Neuroendocrine Neoplasm
C5603	Anal Canal Neuroendocrine Neoplasm
C5696	Gastric Neuroendocrine Neoplasm
C27031	Pancreatic Neuroendocrine Neoplasm
C5821	Esophageal Neuroendocrine Neoplasm
C165455	Unresectable Digestive System Neuroendocrine Neoplasm
C95404	Digestive System Neuroendocrine Tumor
C5695	Intestinal Neuroendocrine Neoplasm
C96917	Gallbladder Neuroendocrine Neoplasm
C96954	Extrahepatic Bile Duct Neuroendocrine Neoplasm
C60709	Appendix Neuroendocrine Neoplasm
C95980	Ampulla of Vater Neuroendocrine Neoplasm
C156492	Metastatic Digestive System Neuroendocrine Neoplasm
C5700	Esophageal Granular Cell Tumor
C4839	Esophageal Intraepithelial Neoplasia
C172853	Esophageal Soft Tissue Neoplasm
C4054	Anal Condyloma Acuminatum
C4595	Anal Intraepithelial Neoplasia
C172851	Digestive System Inflammatory Myofibroblastic Tumor
C172940	Digestive System Solitary Fibrous Tumor
C172945	Digestive System Lipoma
C27940	Gastrointestinal Autonomic Nerve Tumor
C172942	Digestive System Leiomyoma
C5856	Benign Extrahepatic Bile Duct Soft Tissue Neoplasm
C35778	Gastrointestinal Stromal Tumor of the Gastrointestinal Tract
C172857	Intestinal Soft Tissue Neoplasm
C5487	Gastric Soft Tissue Neoplasm
C172854	Hepatobiliary Soft Tissue Neoplasm
C95918	Ampullary Flat Intraepithelial Neoplasia, High Grade
C133550	Clinical Stage 0 Gastroesophageal Junction Adenocarcinoma AJCC v8
C3955	Gastric Intraepithelial Neoplasia
C7658	Intestinal Intraepithelial Neoplasia
C4843	Biliary Intraepithelial Neoplasia
C96418	Appendix Intraepithelial Neoplasia
C133564	Pathologic Stage 0 Gastroesophageal Junction Adenocarcinoma AJCC v8
C170734	Appendix Mucinous Neoplasm
C7103	Liver and Intrahepatic Bile Duct Neoplasm
C2898	Bile Duct Neoplasm
C3048	Gallbladder Neoplasm
C4445	Pancreatic Exocrine Neoplasm
C95558	Pancreatic Teratoma
C54094	Gastric Granular Cell Tumor
C2956	Colorectal Neoplasm
C4432	Small Intestinal Neoplasm
C6478	Vascular Bone Neoplasm
C7387	Blood Vessel Neoplasm
C3723	Lymphatic Vessel Neoplasm
C7334	Intermediate Vascular Neoplasm
C4413	Nasal Cavity Neoplasm
C202990	Sinonasal Neuroendocrine Neoplasm
C173117	Sinonasal Soft Tissue Neoplasm
C202978	Sinonasal Germ Cell Tumor
C173166	Sinonasal Ameloblastoma
C7488	Paranasal Sinus Neoplasm
C202979	Nasopharyngeal Germ Cell Tumor
C155801	Sellar Germ Cell Tumor
C202980	Head and Neck Teratoma
C5589	Jugular Foramen Neoplasm
C3325	Pharyngeal Neoplasm
C162820	Parapharyngeal Neoplasm
C95048	Ectopic Cervical Thymoma
C3156	Laryngeal Neoplasm
C3414	Thyroid Gland Neoplasm
C3313	Parathyroid Gland Neoplasm
C162825	Retropharyngeal Neoplasm
C160980	Head and Neck Neuroendocrine Carcinoma
C173387	Head and Neck Neuroendocrine Tumor
C6023	Laryngeal Neuroendocrine Neoplasm
C5327	Head and Neck Paraganglioma
C173845	Maxillofacial Neoplasm
C4676	Skull Base Neoplasm
C4407	Major Salivary Gland Neoplasm
C40393	Salivary Gland Myoepithelial Tumor
C4409	Minor Salivary Gland Neoplasm
C202620	Orbit Solitary Fibrous Tumor
C6408	Orbit Paraganglioma
C6778	Intraorbital Meningioma
C202635	Head and Neck Inflammatory Myofibroblastic Tumor
C173479	Oral Cavity Soft Tissue Neoplasm
C202849	Head and Neck EBV-Associated Smooth Muscle Tumor
C173397	Laryngeal Soft Tissue Neoplasm
C39784	Inner Ear Neoplasm
C4652	External Ear Neoplasm
C4412	Middle Ear Neoplasm
C3191	Lip Neoplasm
C7606	Oral Cavity Neoplasm
C3381	Spinal Cord Neoplasm
C5135	Intradural Extramedullary Spinal Canal Neoplasm
C3019	Epidural Spinal Canal Neoplasm
C5134	Spinal Meningioma
C5296	Cervical Intraspinal Meningioma
C99055	Sacrococcygeal Teratoma
C129927	Sacral Chordoma
C5299	Sacral Intraspinal Meningioma
C6500	Lumbosacral Lipoma
C177775	Thoracic Chordoma
C5298	Lumbar Intraspinal Meningioma
C5297	Thoracic Intraspinal Meningioma
C3856	Ovarian Dermoid Cyst
C5508	Central Nervous System Dermoid Cyst
C36092	Testicular Dermoid Cyst
C126476	Broad Ligament Serous Cystadenoma
C95471	Pancreatic Macrocystic Serous Cystadenoma
C4180	Papillary Serous Cystadenoma
C4511	Ovarian Serous Cystadenoma
C5712	Pancreatic Serous Cystadenoma
C155953	Epididymal Papillary Cystadenoma
C155952	Uterine Ligament Papillary Cystadenoma
C4184	Papillary Mucinous Cystadenoma
C65203	Clear Cell Papillary Cystadenoma
C4512	Ovarian Mucinous Cystadenoma
C40075	Ovarian Endometrioid Cystadenoma
C126310	Ovarian Seromucinous Cystadenoma
C45604	Lung Mucinous Cystadenoma
C5510	Appendix Mucinous Cystadenoma
C162612	Recurrent Adamantinomatous Craniopharyngioma
C188948	Childhood Adamantinomatous Craniopharyngioma
C188949	Adult Adamantinomatous Craniopharyngioma
C153620	Recurrent Pancreatic Cystadenocarcinoma
C5724	Pancreatic Serous Cystadenocarcinoma
C5727	Pancreatic Acinar Cell Cystadenocarcinoma
C41246	Pancreatic Mucinous-Cystic Neoplasm with an Associated Invasive Carcinoma
C65204	Papillary Mucinous Cystadenocarcinoma
C5511	Appendix Mucinous Cystadenocarcinoma
C40354	Breast Mucinous Cystadenocarcinoma
C4026	Ovarian Mucinous Cystadenocarcinoma
C192128	Paratesticular Mucinous Cystadenocarcinoma
C7980	Ovarian Clear Cell Cystadenocarcinoma
C7978	Ovarian Serous Cystadenocarcinoma
C153617	Recurrent Ovarian Cystadenocarcinoma
C192125	Paratesticular Serous Cystadenocarcinoma
C8377	Papillary Serous Cystadenocarcinoma
C5146	Cerebellar Hemangioblastoma
C155947	Cerebral Hemangioblastoma
C5147	Brain Stem Hemangioblastoma
C155948	Spinal Hemangioblastoma
C191394	Kidney Hemangioblastoma
C202898	Tongue GLI1-Altered Soft Tissue Tumor
C7278	Ovarian Papillary Cystadenoma
C7279	Ovarian Surface Papilloma
C6256	Ovarian Serous Surface Papillary Adenocarcinoma
C40112	Fallopian Tube Serous Papilloma
C4181	Serous Surface Papilloma
C4061	Eyelid Papilloma
C35839	Salivary Gland Ductal Papilloma
C8295	Bronchial Papilloma
C3712	Squamous Papilloma
C3698	Choroid Plexus Papilloma
C3793	Inverted Papilloma
C3785	Intraductal Papilloma
C4614	Skin Papilloma
C96877	Gallbladder Intracholecystic Papillary Neoplasm, Low Grade
C5743	Gallbladder Papillary Neoplasm with an Associated Invasive Carcinoma
C96879	Gallbladder Intracholecystic Papillary Neoplasm, High Grade
C7124	Extrahepatic Bile Duct Intraductal Papillary Neoplasm
C96807	Bile Duct Intraductal Papillary Neoplasm, Low Grade
C96810	Bile Duct Intraductal Papillary Neoplasm with an Associated Invasive Carcinoma
C96809	Bile Duct Intraductal Papillary Neoplasm, High Grade
C7125	Intrahepatic Bile Duct Intraductal Papillary Neoplasm
C5849	Extrahepatic Bile Duct Papillary Adenoma
C3494	Lung Papillary Adenoma
C3687	Renal Papillary Adenoma
C7363	Intraductal Papillomatosis
C65198	Glandular Papillomatosis
C9009	Squamous Papillomatosis
C191675	Non-Invasive Papillary Urothelial Carcinoma, High Grade
C39857	Bladder Papillary Urothelial Neoplasm
C191672	Papillary Urothelial Neoplasm of Low Malignant Potential
C8603	Renal Pelvis Papillary Urothelial Neoplasm
C191673	Non-Invasive Papillary Urothelial Carcinoma, Low Grade
C7517	Stage 0a Renal Pelvis and Ureter Cancer AJCC v7
C3842	Urothelial Papilloma
C191686	Invasive Micropapillary Urothelial Carcinoma
C140358	Stage 0a Renal Pelvis and Ureter Cancer AJCC v8
C95915	Ampullary Noninvasive Pancreatobiliary Papillary Neoplasm with High Grade Dysplasia
C95914	Ampullary Noninvasive Pancreatobiliary Papillary Neoplasm with Low Grade Dysplasia
C65163	Papillary Carcinoma In Situ
C2853	Papillary Adenocarcinoma
C4122	Papillary Transitional Cell Carcinoma
C164144	Micropapillary Carcinoma
C4102	Papillary Squamous Cell Carcinoma
C4304	Malignancy in Giant Cell Tumor of Bone
C121932	Giant Cell Tumor of Bone
C121893	Giant Cell Lesion of Small Bones
C202258	Jaw Desmoplastic Fibroma
C191997	Refractory Large Cell Neuroendocrine Carcinoma
C191979	Refractory Extrapulmonary Neuroendocrine Carcinoma
C191853	Refractory Small Cell Neuroendocrine Carcinoma
C155937	Refractory Digestive System Neuroendocrine Carcinoma
C137862	Refractory Pancreatic Neuroendocrine Carcinoma
C158402	Refractory Adrenal Gland Pheochromocytoma
C199637	Refractory Adnexal Carcinoma
C199640	Refractory Basal Cell Carcinoma
C147965	Refractory Breast Carcinoma
C171605	Refractory Squamous Cell Carcinoma
C148173	Refractory Thymic Carcinoma
C152046	Refractory Primary Peritoneal Carcinoma
C162719	Refractory Urinary System Carcinoma
C152048	Refractory Female Reproductive System Carcinoma
C151906	Refractory Digestive System Carcinoma
C141076	Refractory Lung Carcinoma
C159563	Refractory Adenocarcinoma
C177149	Refractory Male Reproductive System Carcinoma
C151907	Refractory Head and Neck Carcinoma
C175668	Refractory Adenoid Cystic Carcinoma
C178697	Platinum-Refractory Malignant Female Reproductive System Neoplasm
C171171	Refractory Extrarenal Rhabdoid Tumor of the Ovary
C150092	Refractory Uterine Corpus Cancer
C169021	Platinum-Resistant Malignant Female Reproductive System Neoplasm
C162723	Refractory Atypical Teratoid/Rhabdoid Tumor
C142855	Refractory Malignant Glioma
C153845	Refractory Malignant Brain Neoplasm
C183152	Refractory Malignant Leptomeningeal Neoplasm
C138020	Refractory Central Nervous System Lymphoma
C160915	Refractory Anaplastic Ganglioglioma
C162731	Refractory Rhabdoid Tumor of the Kidney
C142853	Refractory Ewing Sarcoma
C142850	Refractory Peripheral Primitive Neuroectodermal Tumor
C9077	Refractory Malignant Testicular Germ Cell Tumor
C170955	Platinum-Resistant Malignant Germ Cell Tumor
C123737	Refractory Childhood Malignant Germ Cell Tumor
C159675	Refractory Pleural Malignant Mesothelioma
C150532	Refractory Malignant Pharyngeal Neoplasm
C177721	Refractory Malignant Salivary Gland Neoplasm
C150530	Refractory Malignant Oral Neoplasm
C150539	Refractory Malignant Thyroid Gland Neoplasm
C175664	Refractory Malignant Glomus Tumor
C188884	Refractory Extrarenal Rhabdoid Tumor
C139001	Refractory Soft Tissue Sarcoma
C187449	Refractory Childhood Acute Myeloid Leukemia
C187192	Refractory Childhood Osteosarcoma
C187197	Refractory Childhood Lymphoma
C203523	Refractory Juvenile Myelomonocytic Leukemia
C148027	Childhood Refractory Malignant Solid Neoplasm
C187194	Refractory Childhood Soft Tissue Sarcoma
C122624	Refractory Childhood Acute Lymphoblastic Leukemia
C173530	Refractory Ganglioneuroblastoma
C134153	Refractory Neuroblastoma
C157682	Refractory Primary Lymphoma of Bone
C162721	Refractory Chordoma
C165607	Refractory Differentiated Thyroid Gland Carcinoma
C188036	Refractory Adrenal Cortex Carcinoma
C182024	Refractory Metastatic Melanoma
C173328	Refractory Non-Cutaneous Melanoma
C150544	Refractory Melanoma of the Skin
C192675	Refractory Rare Malignant Solid Neoplasm
C155987	Refractory Malignant Peripheral Nerve Sheath Tumor
C158429	Refractory Fibrosarcoma
C193455	Refractory Angiosarcoma
C150594	Refractory Liposarcoma
C142857	Refractory Osteosarcoma
C158431	Refractory Spindle Cell Sarcoma
C148294	Refractory Leiomyosarcoma
C165735	Refractory Skin Squamous Cell Carcinoma
C142877	Refractory Primary Cutaneous Lymphoma
C138022	Refractory Testicular Lymphoma
C187215	Refractory Childhood Brain Neoplasm
C155984	Refractory Visual Pathway Glioma
C177793	Refractory Low Grade Glioma
C71714	Refractory Childhood Spinal Cord Neoplasm
C71715	Refractory Adult Spinal Cord Neoplasm
C7933	Grade III Lymphomatoid Granulomatosis
C45607	Pulmonary Lymphomatoid Granulomatosis
C123392	Childhood Lymphomatoid Granulomatosis
C7931	Grade I Lymphomatoid Granulomatosis
C7932	Grade II Lymphomatoid Granulomatosis
C45267	Cutaneous Lymphomatoid Granulomatosis
C159486	Borderline Ovarian Endometrioid Tumor/Atypical Proliferative Ovarian Endometrioid Tumor with Microinvasion
C7983	Borderline Ovarian Endometrioid Tumor/Atypical Proliferative Ovarian Endometrioid Tumor
C159313	Borderline Ovarian Seromucinous Tumor/Atypical Proliferative Ovarian Seromucinous Tumor with Microinvasion
C40081	Borderline Ovarian Clear Cell Adenofibroma
C40038	Borderline Ovarian Mucinous Tumor, Endocervical-Like
C66775	Borderline Ovarian Mucinous Adenofibroma
C122586	Borderline Ovarian Mucinous Tumor/Atypical Proliferative Ovarian Mucinous Tumor
C40037	Borderline Ovarian Mucinous Tumor, Intestinal Type
C40028	Borderline Ovarian Serous Adenofibroma
C122585	Borderline Ovarian Serous Tumor-Micropapillary Variant/Non-Invasive Low Grade Ovarian Serous Carcinoma
C122584	Borderline Ovarian Serous Tumor/Atypical Proliferative Ovarian Serous Tumor
C7197	Type A Lymphomatoid Papulosis
C139017	Lymphomatoid Papulosis with DUSP22-IRF4 Gene Rearrangement
C7199	Type C Lymphomatoid Papulosis
C7198	Type B Lymphomatoid Papulosis
C139015	Type E Lymphomatoid Papulosis
C139014	Type D Lymphomatoid Papulosis
C172803	Low Grade Pancreatic Intraepithelial Neoplasia
C95432	High Grade Pancreatic Intraepithelial Neoplasia
C95483	Pancreatic Mucinous-Cystic Neoplasm, Low Grade
C95493	Pancreatic Mucinous-Cystic Neoplasm, High Grade
C4186	Borderline Papillary Mucinous Cystadenoma
C4183	Borderline Papillary Serous Cystadenoma
C181940	Vaginal Smooth Muscle Tumor of Uncertain Malignant Potential
C181939	Vulvar Smooth Muscle Tumor of Uncertain Malignant Potential
C179362	Ovarian Smooth Muscle Tumor of Uncertain Malignant Potential
C40177	Uterine Corpus Smooth Muscle Tumor of Uncertain Malignant Potential
C7806	Localized Ewing Sarcoma
C27903	Localized Peripheral Primitive Neuroectodermal Tumor
C8817	Localized Liposarcoma
C7780	Localized Osteosarcoma
C115998	Localized Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone
C189240	Localized Soft Tissue Sarcoma
C8814	Localized Leiomyosarcoma
C9275	Localized Angiosarcoma
C5060	Localized Fibrosarcoma
C115997	Localized Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone
C198950	Localized Malignant Supratentorial Neoplasm
C156166	Localized Gastroesophageal Junction Adenocarcinoma
C162782	Non-Metastatic Breast Carcinoma
C176517	Localized Prostate Carcinoma|Non-Metastatic Prostate Carcinoma
C162570	Non-Metastatic Lung Carcinoma
C8167	Localized Urothelial Cancer of the Renal Pelvis and Ureter
C192631	Localized Non-Muscle Invasive Bladder Urothelial Carcinoma
C169041	Localized Pancreatic Adenocarcinoma
C7649	Localized Gallbladder Carcinoma
C7877	Localized Resectable Adult Liver Carcinoma
C180605	Localized Muscle Invasive Bladder Urothelial Carcinoma
C162569	Non-Metastatic Head and Neck Carcinoma
C166171	Non-Metastatic Esophageal Carcinoma
C156167	Localized Gastric Carcinoma
C7891	Localized Extrahepatic Bile Duct Carcinoma
C7878	Localized Unresectable Adult Liver Carcinoma
C166179	Localized Anaplastic Large Cell Lymphoma
C45666	Localized Pleural Malignant Mesothelioma
C7835	Localized Resectable Neuroblastoma
C8277	Localized Unresectable Neuroblastoma
C27718	Human Papillomavirus-Related Malignant Neoplasm
C27707	Virus-Related Sarcoma
C27689	EBV-Related Malignant Neoplasm
C27697	HHV8-Related Malignant Neoplasm
C27685	HTLV-1-Related Malignant Neoplasm
C45166	Campylobacter Jejuni-Associated Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma
C27761	Helicobacter Pylori-Related Malignant Neoplasm
C136410	Malignant Peritoneal Germ Cell Tumor
C115385	Recurrent Malignant Extragonadal Germ Cell Tumor
C147104	Malignant Pericardial Germ Cell Tumor
C54099	Malignant Central Nervous System Germ Cell Tumor
C96851	Liver Yolk Sac Tumor
C7327	Extragonadal Seminoma
C6446	Malignant Mediastinal Germ Cell Tumor
C68632	Childhood Extragonadal Malignant Germ Cell Tumor
C5486	Malignant Gastric Germ Cell Tumor
C5371	Malignant Cardiac Germ Cell Tumor
C123840	Childhood Seminoma
C7328	Testicular Seminoma
C9369	Recurrent Malignant Testicular Germ Cell Tumor
C40962	Testicular Polyembryoma
C7326	Testicular Germ Cell Neoplasia In Situ with Extratubular Extension
C5027	Malignant Testicular Non-Seminomatous Germ Cell Tumor
C39921	Testicular Spermatocytic Tumor
C189057	Testicular Teratoma, Postpubertal-Type
C25771	Metastatic Malignant Testicular Germ Cell Tumor
C68628	Childhood Malignant Testicular Germ Cell Tumor
C39990	Ovarian Polyembryoma
C39995	Malignant Ovarian Teratoma
C8107	Ovarian Yolk Sac Tumor
C147105	Pericardial Yolk Sac Tumor
C8000	Testicular Yolk Sac Tumor
C27364	Childhood Yolk Sac Tumor
C178523	Yolk Sac Tumor with Somatic-Type Malignancy
C6443	Mediastinal Yolk Sac Tumor
C147006	Cardiac Yolk Sac Tumor
C7011	Central Nervous System Yolk Sac Tumor
C123847	Childhood Embryonal Carcinoma
C6341	Testicular Embryonal Carcinoma
C8880	Extragonadal Embryonal Carcinoma
C8108	Ovarian Embryonal Carcinoma
C8083	Stage I Ovarian Germ Cell Tumor
C4291	Thyroid Carcinoma Arising in Struma Ovarii
C68629	Childhood Malignant Ovarian Germ Cell Tumor
C8086	Stage IV Ovarian Germ Cell Tumor
C8084	Stage II Ovarian Germ Cell Tumor
C8087	Recurrent Ovarian Germ Cell Tumor
C198444	Metastatic Malignant Ovarian Germ Cell Tumor
C8085	Stage III Ovarian Germ Cell Tumor
C39986	Ovarian Primitive Germ Cell Tumor
C170967	Advanced Malignant Germ Cell Tumor
C170957	Metastatic Platinum-Resistant Malignant Germ Cell Tumor
C123844	Childhood Choriocarcinoma
C9221	Recurrent Childhood Malignant Germ Cell Neoplasm
C150531	Recurrent Malignant Pharyngeal Neoplasm
C35675	Recurrent Malignant Salivary Gland Neoplasm
C9262	Recurrent Malignant Oral Neoplasm
C7624	Recurrent Head and Neck Carcinoma
C9117	Recurrent Metastatic Squamous Cell Carcinoma in the Neck with Occult Primary
C150538	Recurrent Malignant Thyroid Gland Neoplasm
C153573	Recurrent Endocervical Adenocarcinoma, Usual-Type
C179179	Recurrent Pseudomyxoma Peritonei
C9352	Recurrent Duodenal Carcinoma
C187196	Recurrent Childhood Lymphoma
C115368	Recurrent Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone
C188881	Recurrent Extrarenal Rhabdoid Tumor
C114836	Recurrent Childhood Central Nervous System Embryonal Neoplasm
C148026	Childhood Recurrent Malignant Solid Neoplasm
C115358	Recurrent Childhood Anaplastic Oligoastrocytoma
C9068	Recurrent Childhood Acute Myeloid Leukemia
C115359	Recurrent Childhood Anaplastic Oligodendroglioma
C7784	Recurrent Childhood Acute Lymphoblastic Leukemia
C7839	Recurrent Childhood Liver Cancer
C115364	Recurrent Childhood Glioblastoma
C115356	Recurrent Childhood Anaplastic Astrocytoma
C8067	Recurrent Childhood Soft Tissue Sarcoma
C115366	Recurrent Childhood Gliomatosis Cerebri
C193422	Recurrent Juvenile Myelomonocytic Leukemia
C187189	Recurrent Childhood Osteosarcoma
C7622	Recurrent Digestive System Carcinoma
C7903	Recurrent Skin Carcinoma
C7623	Recurrent Urinary System Carcinoma
C157639	Recurrent Adenoid Cystic Cancer
C190776	Recurrent Basal Cell Carcinoma
C7621	Recurrent Male Reproductive System Carcinoma
C148127	Recurrent Thymic Carcinoma
C190194	Locally Recurrent Carcinoma
C8953	Recurrent Lung Carcinoma
C7771	Recurrent Breast Carcinoma
C115441	Recurrent Primary Peritoneal Carcinoma
C162652	Recurrent Squamous Cell Carcinoma
C159565	Recurrent Adenocarcinoma
C7620	Recurrent Female Reproductive System Carcinoma
C185073	Locally Recurrent Chordoma
C179182	Locally Recurrent Uterine Corpus Leiomyosarcoma
C138023	Recurrent Breast Lymphoma
C170727	Recurrent Breast Sarcoma
C139002	Recurrent Soft Tissue Sarcoma
C27354	Recurrent Peripheral Primitive Neuroectodermal Tumor of Bone
C6622	Recurrent Bone Ewing Sarcoma
C157681	Recurrent Primary Lymphoma of Bone
C155973	Recurrent Chordoma
C115351	Recurrent Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone
C6417	Recurrent Adrenal Cortex Carcinoma
C165736	Recurrent Metastatic Skin Squamous Cell Carcinoma
